Package,License,Repository,,,,
@babel/helper-wrap-function@npm:7.15.4,MIT,https://github.com/babel/babel.git,,,,
@babel/helper-wrap-function@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/helpers@npm:7.15.4,MIT,https://github.com/babel/babel.git,,,,
@babel/helpers@npm:7.16.5,MIT,https://github.com/babel/babel.git,,,,
@babel/helpers@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/highlight@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/highlight@npm:7.16.0,MIT,https://github.com/babel/babel.git,,,,
@babel/highlight@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/parser@npm:7.15.8,MIT,https://github.com/babel/babel.git,,,,
@babel/parser@npm:7.16.3,MIT,https://github.com/babel/babel.git,,,,
@babel/parser@npm:7.16.4,MIT,https://github.com/babel/babel.git,,,,
@babel/parser@npm:7.16.5,MIT,https://github.com/babel/babel.git,,,,
@babel/parser@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-bugfix-safari-id-destructuring-collision-in-function-expression@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining@npm:7.15.4,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-async-generator-functions@npm:7.15.8,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-async-generator-functions@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-class-properties@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-class-properties@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-class-static-block@npm:7.15.4,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-class-static-block@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-decorators@npm:7.15.8,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-dynamic-import@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-dynamic-import@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-export-default-from@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-export-namespace-from@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-export-namespace-from@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-json-strings@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-json-strings@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-logical-assignment-operators@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-logical-assignment-operators@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-nullish-coalescing-operator@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-nullish-coalescing-operator@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-numeric-separator@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-numeric-separator@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-object-rest-spread@npm:7.12.1,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-object-rest-spread@npm:7.15.6,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-object-rest-spread@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-optional-catch-binding@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-optional-catch-binding@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-optional-chaining@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-optional-chaining@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-private-methods@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-private-methods@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-private-property-in-object@npm:7.15.4,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-private-property-in-object@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-unicode-property-regex@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-proposal-unicode-property-regex@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-async-generators@npm:7.8.4,MIT,?,,,,
@babel/plugin-syntax-bigint@npm:7.8.3,MIT,?,,,,
@babel/plugin-syntax-class-properties@npm:7.12.13,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-class-static-block@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-decorators@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-dynamic-import@npm:7.8.3,MIT,?,,,,
@babel/plugin-syntax-export-default-from@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-export-namespace-from@npm:7.8.3,MIT,?,,,,
@babel/plugin-syntax-flow@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-import-meta@npm:7.10.4,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-json-strings@npm:7.8.3,MIT,?,,,,
@babel/plugin-syntax-jsx@npm:7.12.1,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-jsx@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-jsx@npm:7.16.0,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-jsx@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-logical-assignment-operators@npm:7.10.4,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-nullish-coalescing-operator@npm:7.8.3,MIT,?,,,,
@babel/plugin-syntax-numeric-separator@npm:7.10.4,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-object-rest-spread@npm:7.8.3,MIT,?,,,,
@babel/plugin-syntax-optional-catch-binding@npm:7.8.3,MIT,?,,,,
@babel/plugin-syntax-optional-chaining@npm:7.8.3,MIT,?,,,,
@babel/plugin-syntax-private-property-in-object@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-top-level-await@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-typescript@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-typescript@npm:7.16.0,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-syntax-typescript@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-arrow-functions@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-arrow-functions@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-async-to-generator@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-async-to-generator@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-block-scoped-functions@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-block-scoped-functions@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-block-scoping@npm:7.15.3,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-block-scoping@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-classes@npm:7.15.4,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-classes@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-computed-properties@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-computed-properties@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-destructuring@npm:7.14.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-destructuring@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-dotall-regex@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-dotall-regex@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-duplicate-keys@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-duplicate-keys@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-exponentiation-operator@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-exponentiation-operator@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-flow-strip-types@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-for-of@npm:7.15.4,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-for-of@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-function-name@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-function-name@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-literals@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-literals@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-member-expression-literals@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-member-expression-literals@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-modules-amd@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-modules-amd@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-modules-commonjs@npm:7.15.4,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-modules-commonjs@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-modules-systemjs@npm:7.15.4,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-modules-systemjs@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-modules-umd@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-modules-umd@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-named-capturing-groups-regex@npm:7.14.9,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-named-capturing-groups-regex@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-new-target@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-new-target@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-object-super@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-object-super@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-parameters@npm:7.15.4,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-parameters@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-property-literals@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-property-literals@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-react-constant-elements@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-react-display-name@npm:7.15.1,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-react-display-name@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-react-jsx-development@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-react-jsx-development@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-react-jsx@npm:7.14.9,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-react-jsx@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-react-pure-annotations@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-react-pure-annotations@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-regenerator@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-regenerator@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-reserved-words@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-reserved-words@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-runtime@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-shorthand-properties@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-shorthand-properties@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-spread@npm:7.15.8,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-spread@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-sticky-regex@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-sticky-regex@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-template-literals@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-template-literals@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-typeof-symbol@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-typeof-symbol@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-typescript@npm:7.15.8,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-typescript@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-unicode-escapes@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-unicode-escapes@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-unicode-regex@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/plugin-transform-unicode-regex@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/preset-env@npm:7.13.12,MIT,https://github.com/babel/babel.git,,,,
@babel/preset-env@npm:7.15.8,MIT,https://github.com/babel/babel.git,,,,
@babel/preset-env@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/preset-flow@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/preset-modules@npm:0.1.5,MIT,https://github.com/babel/preset-modules.git,,,,
@babel/preset-react@npm:7.14.5,MIT,https://github.com/babel/babel.git,,,,
@babel/preset-react@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/preset-typescript@npm:7.15.0,MIT,https://github.com/babel/babel.git,,,,
@babel/preset-typescript@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/register@npm:7.15.3,MIT,https://github.com/babel/babel.git,,,,
@babel/runtime@npm:7.15.4,MIT,https://github.com/babel/babel.git,,,,
@babel/template@npm:7.15.4,MIT,https://github.com/babel/babel.git,,,,
@babel/template@npm:7.16.0,MIT,https://github.com/babel/babel.git,,,,
@babel/template@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/traverse@npm:7.15.4,MIT,https://github.com/babel/babel.git,,,,
@babel/traverse@npm:7.16.3,MIT,https://github.com/babel/babel.git,,,,
@babel/traverse@npm:7.16.5,MIT,https://github.com/babel/babel.git,,,,
@babel/traverse@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@babel/types@npm:7.15.6,MIT,https://github.com/babel/babel.git,,,,
@babel/types@npm:7.16.0,MIT,https://github.com/babel/babel.git,,,,
@babel/types@npm:7.16.7,MIT,https://github.com/babel/babel.git,,,,
@base2/pretty-print-object@npm:1.0.1,BSD-2-Clause,https://github.com/Chris-Baker/pretty-print-object,,,,
@bcoe/v8-coverage@npm:0.2.3,MIT,git://github.com/demurgos/v8-coverage.git,,,,
@braintree/sanitize-url@npm:5.0.2,MIT,git+https://github.com/braintree/sanitize-url.git,,,,
@cnakazawa/watch@npm:1.0.4,Apache-2.0,git://github.com/mikeal/watch.git,,,,
@cspotcode/source-map-consumer@npm:0.8.0,BSD-3-Clause,http://github.com/cspotcode/source-map.git,,,,
@cspotcode/source-map-support@npm:0.7.0,MIT,https://github.com/cspotcode/node-source-map-support,,,,
@csstools/convert-colors@npm:1.4.0,CC0-1.0,?,,,,
@cypress/request@npm:2.88.10,Apache-2.0,https://github.com/cypress-io/request.git,,,,
@cypress/webpack-preprocessor@npm:5.11.0,MIT,https://github.com/cypress-io/cypress.git,,,,
@cypress/xvfb@npm:1.2.4,MIT,https://github.com/cypress-io/xvfb.git,,,,
@daybrush/utils@npm:1.6.0,MIT,https://github.com/daybrush/utils,,,,
@discoveryjs/json-ext@npm:0.5.5,MIT,?,,,,
@egjs/agent@npm:2.3.0,MIT,git+https://github.com/naver/agent.git,,,,
@egjs/children-differ@npm:1.0.1,MIT,https://github.com/naver/egjs-children-differ,,,,
@egjs/list-differ@npm:1.0.0,MIT,https://github.com/naver/egjs-list-differ,,,,
@emotion/babel-plugin@npm:11.7.2,MIT,?,,,,
@emotion/cache@npm:10.0.29,MIT,?,,,,
@emotion/cache@npm:11.5.0,MIT,?,,,,
@emotion/cache@npm:11.7.1,MIT,?,,,,
@emotion/core@npm:10.1.1,MIT,?,,,,
@emotion/css@npm:10.0.27,MIT,?,,,,
@emotion/css@npm:11.7.1,MIT,?,,,,
@emotion/eslint-plugin@npm:11.7.0,MIT,?,,,,
@emotion/hash@npm:0.8.0,MIT,?,,,,
@emotion/is-prop-valid@npm:0.8.8,MIT,?,,,,
@emotion/memoize@npm:0.7.4,MIT,?,,,,
@emotion/memoize@npm:0.7.5,MIT,?,,,,
@emotion/react@npm:11.5.0,MIT,?,,,,
@emotion/react@npm:11.7.1,MIT,?,,,,
@emotion/serialize@npm:0.11.16,MIT,?,,,,
@emotion/serialize@npm:1.0.2,MIT,?,,,,
@emotion/sheet@npm:0.9.4,MIT,?,,,,
@emotion/sheet@npm:1.0.3,MIT,?,,,,
@emotion/sheet@npm:1.1.0,MIT,?,,,,
@emotion/styled-base@npm:10.0.31,MIT,?,,,,
@emotion/styled@npm:10.0.27,MIT,?,,,,
@emotion/stylis@npm:0.8.5,MIT,?,,,,
@emotion/unitless@npm:0.7.5,MIT,?,,,,
@emotion/utils@npm:0.11.3,MIT,?,,,,
@emotion/utils@npm:1.0.0,MIT,?,,,,
@emotion/weak-memoize@npm:0.2.5,MIT,?,,,,
@endemolshinegroup/cosmiconfig-typescript-loader@npm:3.0.2,MIT,https://github.com/EndemolShineGroup/cosmiconfig-typescript-loader.git,,,,
@es-joy/jsdoccomment@npm:0.18.0,MIT,git+https://github.com/es-joy/jsdoccomment.git,,,,
@eslint/eslintrc@npm:0.4.3,MIT,?,,,,
@formatjs/ecma402-abstract@npm:1.10.0,MIT,git@github.com:formatjs/formatjs.git,,,,
@formatjs/fast-memoize@npm:1.2.0,ISC,git+ssh://git@github.com/formatjs/formatjs.git,,,,
@formatjs/icu-messageformat-parser@npm:2.0.14,MIT,https://github.com/formatjs/formatjs.git,,,,
@formatjs/icu-skeleton-parser@npm:1.3.1,MIT,https://github.com/formatjs/formatjs.git,,,,
@formatjs/intl-localematcher@npm:0.2.21,MIT,git+https://github.com/formatjs/formatjs.git,,,,
@gar/promisify@npm:1.1.2,MIT,https://github.com/wraithgar/gar-promisify.git,,,,
@grafana/api-documenter@npm:7.11.2,MIT,https://github.com/grafana/rushstack/tree/master/apps/api-documenter,,,,
@grafana/aws-sdk@npm:0.0.31,Apache-2.0,?,,,,
@grafana/eslint-config@npm:2.5.2,Apache-2.0,http://github.com/grafana/eslint-config-grafana.git,,,,
@grafana/experimental@npm:0.0.2-canary.11,Apache-2.0,?,,,,
@grafana/google-sdk@npm:0.0.2,Apache-2.0,?,,,,
@grafana/slate-react@npm:0.22.10-grafana,MIT,?,,,,
@grafana/tsconfig@npm:1.0.0-rc1,Apache-2.0,?,,,,
@grafana/tsconfig@npm:1.1.0-rc1,Apache-2.0,http://github.com/grafana/tsconfig-grafana.git,,,,
@hapi/hoek@npm:9.2.1,BSD-3-Clause,?,,,,
@hapi/topo@npm:5.1.0,BSD-3-Clause,?,,,,
@hutson/parse-repository-url@npm:3.0.2,Apache-2.0,https://gitlab.com/hyper-expanse/open-source/parse-repository-url.git,,,,
@internationalized/date@npm:3.0.0-alpha.1,Apache-2.0,https://github.com/adobe/react-spectrum,,,,
@internationalized/message@npm:3.0.2,Apache-2.0,https://github.com/adobe/react-spectrum,,,,
@internationalized/number@npm:3.0.3,Apache-2.0,https://github.com/adobe/react-spectrum,,,,
@istanbuljs/load-nyc-config@npm:1.1.0,ISC,git+https://github.com/istanbuljs/load-nyc-config.git,,,,
@istanbuljs/schema@npm:0.1.3,MIT,git+https://github.com/istanbuljs/schema.git,,,,
@jest/console@npm:24.9.0,MIT,https://github.com/facebook/jest.git,,,,
@jest/console@npm:26.6.2,MIT,https://github.com/facebook/jest.git,,,,
@jest/console@npm:27.4.6,MIT,https://github.com/facebook/jest.git,,,,
