Component Name,Licenses,Licenses Links,Package Type,Component Id,Package Id,Version
ubuntu:focal:libfdisk1,"BSD-2-Clause,BSD-3-Clause,GPL-2.0-only,GPL-3.0-only,MIT","http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.opensource.org/licenses/MIT",deb,ubuntu:focal:libfdisk1:2.34-0.1ubuntu9.1,deb://ubuntu:focal:libfdisk1,2.34-0.1ubuntu9.1
ubuntu:focal:texlive-latex-base,GPL-3.0,http://www.gnu.org/licenses/gpl-3.0-standalone.html,deb,ubuntu:focal:texlive-latex-base:2019.20200218-1,deb://ubuntu:focal:texlive-latex-base,2019.20200218-1
dezalgo,ISC,http://www.opensource.org/licenses/ISC,npm,dezalgo:1.0.3,npm://dezalgo,1.0.3
https-proxy-agent,MIT,http://www.opensource.org/licenses/MIT,npm,https-proxy-agent:5.0.0,npm://https-proxy-agent,5.0.0
@tsconfig/node12,MIT,http://www.opensource.org/licenses/MIT,npm,@tsconfig/node12:1.0.9,npm://@tsconfig/node12,1.0.9
setuptools,MIT,http://www.opensource.org/licenses/MIT,pypi,setuptools:49.2.0,pypi://setuptools,49.2.0
3.14:libcom_err,"BSD,GPL-2.0,LGPL-3.0,MIT","http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,http://www.opensource.org/licenses/MIT",alpine,3.14:libcom_err:1.46.2-r0,alpine://3.14:libcom_err,1.46.2-r0
ubuntu:focal:publicsuffix,"CC0-1.0,MPL-2.0","http://creativecommons.org/publicdomain/zero/1.0/,http://opensource.org/licenses/MPL-2.0",deb,ubuntu:focal:publicsuffix:20200303.0012-1,deb://ubuntu:focal:publicsuffix,20200303.0012-1
estraverse,BSD-2-Clause,http://opensource.org/licenses/BSD-2-Clause,npm,estraverse:4.3.0,npm://estraverse,4.3.0
@types/qs,MIT,http://www.opensource.org/licenses/MIT,npm,@types/qs:6.9.7,npm://@types/qs,6.9.7
debian:bullseye:perl-base,"Artistic-2.0,BSD,CC0-1.0,GPL-2.0,GPL-3.0,ZLIB","http://www.opensource.org/licenses/artistic-license-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause,http://creativecommons.org/publicdomain/zero/1.0/,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.opensource.org/licenses/Zlib",deb,debian:bullseye:perl-base:5.32.1-4+deb11u2,deb://debian:bullseye:perl-base,5.32.1-4+deb11u2
@npmcli/move-file,MIT,http://www.opensource.org/licenses/MIT,npm,@npmcli/move-file:1.1.2,npm://@npmcli/move-file,1.1.2
salt,Apache-2.0,http://licenses.nuget.org/Apache-2.0,pypi,salt:3004+13.gd0c07e4eab,pypi://salt,3004+13.gd0c07e4eab
bytes,MIT,http://www.opensource.org/licenses/MIT,npm,bytes:3.1.2,npm://bytes,3.1.2
ubuntu:focal:libdbus-1-3,"AFL-3.0,BSD,GPL-2.0","http://www.opensource.org/licenses/afl-3.0,http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html",deb,ubuntu:focal:libdbus-1-3:1.12.16-2ubuntu2.1,deb://ubuntu:focal:libdbus-1-3,1.12.16-2ubuntu2.1
enabled,MIT,http://www.opensource.org/licenses/MIT,npm,enabled:2.0.0,npm://enabled,2.0.0
flat-cache,MIT,http://www.opensource.org/licenses/MIT,npm,flat-cache:3.0.4,npm://flat-cache,3.0.4
pyparsing,MIT,http://www.opensource.org/licenses/MIT,pypi,pyparsing:2.4.6,pypi://pyparsing,2.4.6
tomlkit,MIT,http://www.opensource.org/licenses/MIT,pypi,tomlkit:0.10.1,pypi://tomlkit,0.10.1
debian:bullseye:logsave,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,deb,debian:bullseye:logsave:1.46.2-2,deb://debian:bullseye:logsave,1.46.2-2
org.apache.pdfbox:fontbox,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.pdfbox:fontbox:1.8.16,gav://org.apache.pdfbox:fontbox,1.8.16
just-diff-apply,MIT,http://www.opensource.org/licenses/MIT,npm,just-diff-apply:4.0.1,npm://just-diff-apply,4.0.1
npm-registry-fetch,ISC,http://www.opensource.org/licenses/ISC,npm,npm-registry-fetch:12.0.2,npm://npm-registry-fetch,12.0.2
ubuntu:focal:libnettle7,"GPL-2.0,LGPL-3.0","http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",deb,ubuntu:focal:libnettle7:3.5.1+really3.5.1-2ubuntu0.2,deb://ubuntu:focal:libnettle7,3.5.1+really3.5.1-2ubuntu0.2
com.yammer.metrics:metrics-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.yammer.metrics:metrics-core:2.2.0,gav://com.yammer.metrics:metrics-core,2.2.0
com.google.guava:listenablefuture,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava,gav://com.google.guava:listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
is-string,MIT,http://www.opensource.org/licenses/MIT,npm,is-string:1.0.7,npm://is-string,1.0.7
8:systemd-libs,"LGPL-2.0-or-later,MIT","http://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html,http://www.opensource.org/licenses/MIT",rpm,8:systemd-libs:0:239-51.el8_5.3,rpm://8:systemd-libs,0:239-51.el8_5.3
com.google.guava:failureaccess,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.google.guava:failureaccess:1.0.1,gav://com.google.guava:failureaccess,1.0.1
debian:bullseye:curl,"BSD,ISC","http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.opensource.org/licenses/ISC",deb,debian:bullseye:curl:7.74.0-1.3+deb11u1,deb://debian:bullseye:curl,7.74.0-1.3+deb11u1
net.java.dev.jets3t:jets3t,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,net.java.dev.jets3t:jets3t:0.9.0,gav://net.java.dev.jets3t:jets3t,0.9.0
8:lua,MIT,http://www.opensource.org/licenses/MIT,rpm,8:lua:0:5.3.4-12.el8,rpm://8:lua,0:5.3.4-12.el8
3.15:nghttp2-libs,MIT,http://www.opensource.org/licenses/MIT,alpine,3.15:nghttp2-libs:1.46.0-r0,alpine://3.15:nghttp2-libs,1.46.0-r0
ubuntu:focal:liblqr-1-0,"GPL-3.0,LGPL-3.0","http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",deb,ubuntu:focal:liblqr-1-0:0.4.2-2.1,deb://ubuntu:focal:liblqr-1-0,0.4.2-2.1
combined-stream,MIT,http://www.opensource.org/licenses/MIT,npm,combined-stream:1.0.8,npm://combined-stream,1.0.8
typedarray-to-buffer,MIT,http://www.opensource.org/licenses/MIT,npm,typedarray-to-buffer:3.1.5,npm://typedarray-to-buffer,3.1.5
attrs,MIT,http://www.opensource.org/licenses/MIT,pypi,attrs:21.2.0,pypi://attrs,21.2.0
pamela,MIT,http://www.opensource.org/licenses/MIT,pypi,pamela:1.0.0,pypi://pamela,1.0.0
setuptools,MIT,http://www.opensource.org/licenses/MIT,pypi,setuptools:60.9.3,pypi://setuptools,60.9.3
toml,MIT,http://www.opensource.org/licenses/MIT,pypi,toml:0.10.2,pypi://toml,0.10.2
8:libxkbcommon,MIT,http://www.opensource.org/licenses/MIT,rpm,8:libxkbcommon:0:0.9.1-1.el8,rpm://8:libxkbcommon,0:0.9.1-1.el8
ubuntu:focal:libc-dev-bin,"BSD-3-Clause,GPL-2.0-only,GPL-3.0-only,ISC,LGPL-2.1-only","http://opensource.org/licenses/BSD-3-Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.opensource.org/licenses/ISC,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html",deb,ubuntu:focal:libc-dev-bin:2.31-0ubuntu9.2,deb://ubuntu:focal:libc-dev-bin,2.31-0ubuntu9.2
io.fabric8:kubernetes-model-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.fabric8:kubernetes-model-core:5.8.0,gav://io.fabric8:kubernetes-model-core,5.8.0
array-includes,MIT,http://www.opensource.org/licenses/MIT,npm,array-includes:3.1.4,npm://array-includes,3.1.4
PyJWT,MIT,http://www.opensource.org/licenses/MIT,pypi,PyJWT:2.3.0,pypi://PyJWT,2.3.0
ubuntu:focal:libkrb5support0,"BSD,BSD 2-Clause,ISC,MIT,Xnet","http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-2-Clause,http://www.opensource.org/licenses/ISC,http://www.opensource.org/licenses/MIT,http://opensource.org/licenses/Xnet",deb,ubuntu:focal:libkrb5support0:1.17-6ubuntu4.1,deb://ubuntu:focal:libkrb5support0,1.17-6ubuntu4.1
org.jetbrains.kotlin:kotlin-stdlib-common,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.jetbrains.kotlin:kotlin-stdlib-common:1.4.0,gav://org.jetbrains.kotlin:kotlin-stdlib-common,1.4.0
is-callable,MIT,http://www.opensource.org/licenses/MIT,npm,is-callable:1.2.4,npm://is-callable,1.2.4
minipass-json-stream,MIT,http://www.opensource.org/licenses/MIT,npm,minipass-json-stream:1.0.1,npm://minipass-json-stream,1.0.1
flake8-polyfill,MIT,http://www.opensource.org/licenses/MIT,pypi,flake8-polyfill:1.0.2,pypi://flake8-polyfill,1.0.2
8:nettle,LGPL-3.0,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,rpm,8:nettle:0:3.4.1-7.el8,rpm://8:nettle,0:3.4.1-7.el8
ubuntu:focal:dpkg-dev,"BSD 2-Clause,GPL-2.0","http://opensource.org/licenses/BSD-2-Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html",deb,ubuntu:focal:dpkg-dev:1.19.7ubuntu3,deb://ubuntu:focal:dpkg-dev,1.19.7ubuntu3
spdx-expression-parse,MIT,http://www.opensource.org/licenses/MIT,npm,spdx-expression-parse:3.0.1,npm://spdx-expression-parse,3.0.1
ubuntu:focal:libgnutls30,"Apache-2.0,BSD,BSD 2-Clause,GPL-3.0,ISC,MIT","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-2-Clause,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.opensource.org/licenses/ISC,http://www.opensource.org/licenses/MIT",deb,ubuntu:focal:libgnutls30:3.6.13-2ubuntu1.6,deb://ubuntu:focal:libgnutls30,3.6.13-2ubuntu1.6
@types/http-proxy,MIT,http://www.opensource.org/licenses/MIT,npm,@types/http-proxy:1.17.8,npm://@types/http-proxy,1.17.8
jupyterhub-ltiauthenticator,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,pypi,jupyterhub-ltiauthenticator:1.0.0,pypi://jupyterhub-ltiauthenticator,1.0.0
8:findutils,GPL-3.0,http://www.gnu.org/licenses/gpl-3.0-standalone.html,rpm,8:findutils:1:4.6.0-20.el8,rpm://8:findutils,1:4.6.0-20.el8
debian:bullseye:libc-bin,"BSD,GPL-2.0,GPL-3.0,ISC,LGPL-2.1","http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.opensource.org/licenses/ISC,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html",deb,debian:bullseye:libc-bin:2.31-13+deb11u3,deb://debian:bullseye:libc-bin,2.31-13+deb11u3
ubuntu:focal:python3.8-dev,"BSD-2-Clause,BSD-3-Clause,ISC,MIT,Zlib","http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,http://www.opensource.org/licenses/ISC,http://www.opensource.org/licenses/MIT,http://www.opensource.org/licenses/Zlib",deb,ubuntu:focal:python3.8-dev:3.8.10-0ubuntu1~20.04,deb://ubuntu:focal:python3.8-dev,3.8.10-0ubuntu1~20.04
ubuntu:focal:base-files,GPL-3.0-only,http://www.gnu.org/licenses/gpl-3.0-standalone.html,deb,ubuntu:focal:base-files:11ubuntu5.3,deb://ubuntu:focal:base-files,11ubuntu5.3
io.netty:netty-common,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.netty:netty-common:4.1.68.Final,gav://io.netty:netty-common,4.1.68.Final
libnpmaccess,ISC,http://www.opensource.org/licenses/ISC,npm,libnpmaccess:5.0.1,npm://libnpmaccess,5.0.1
libnpmfund,ISC,http://www.opensource.org/licenses/ISC,npm,libnpmfund:2.0.2,npm://libnpmfund,2.0.2
PyYAML,MIT,http://www.opensource.org/licenses/MIT,pypi,PyYAML:5.4.1,pypi://PyYAML,5.4.1
debian:bullseye:libpam-modules,GPL-3.0,http://www.gnu.org/licenses/gpl-3.0-standalone.html,deb,debian:bullseye:libpam-modules:1.4.0-9+deb11u1,deb://debian:bullseye:libpam-modules,1.4.0-9+deb11u1
8:libnl3,LGPL-3.0,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,rpm,8:libnl3:0:3.5.0-1.el8,rpm://8:libnl3,0:3.5.0-1.el8
org.mortbay.jetty:jetty,"Apache-2.0,EPL-1.0","http://licenses.nuget.org/Apache-2.0,http://www.eclipse.org/legal/epl-v10.html",maven,org.mortbay.jetty:jetty:6.1.26,gav://org.mortbay.jetty:jetty,6.1.26
ubuntu:focal:libmount1,"BSD-2-Clause,BSD-3-Clause,BSD-4-Clause,GPL-2.0-only,GPL-2.0-or-later,GPL-3.0-or-later,LGPL-2.1-or-later,MIT","http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,http://www.opensource.org/licenses/MIT",deb,ubuntu:focal:libmount1:2.34-0.1ubuntu9.3,deb://ubuntu:focal:libmount1,2.34-0.1ubuntu9.3
@npmcli/git,ISC,http://www.opensource.org/licenses/ISC,npm,@npmcli/git:2.1.0,npm://@npmcli/git,2.1.0
ubuntu:focal:adduser,GPL-2.0,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,deb,ubuntu:focal:adduser:3.118ubuntu2,deb://ubuntu:focal:adduser,3.118ubuntu2
matplotlib-inline,BSD 3-Clause,http://opensource.org/licenses/BSD-3-Clause,pypi,matplotlib-inline:0.1.3,pypi://matplotlib-inline,0.1.3
archy,MIT,http://www.opensource.org/licenses/MIT,npm,archy:1.0.0,npm://archy,1.0.0
ubuntu:focal:python3.8-minimal,"BSD-2-Clause,BSD-3-Clause,BSD-Source-Code,CNRI-Python-GPL-Compatible,ISC,JSON,MIT,Mup,Python-2.0,Zlib","http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,https://github.com/robbiehanson/CocoaHTTPServer/blob/master/LICENSE.txt,http://www.python.org/download/releases/1.6.1/download_win/,http://www.opensource.org/licenses/ISC,http://www.json.org/license.html,http://www.opensource.org/licenses/MIT,https://fedoraproject.org/wiki/Licensing/Mup,http://www.opensource.org/licenses/Python-2.0,http://www.opensource.org/licenses/Zlib",deb,ubuntu:focal:python3.8-minimal:3.8.10-0ubuntu1~20.04.4,deb://ubuntu:focal:python3.8-minimal,3.8.10-0ubuntu1~20.04.4
org.scala-lang:scala-reflect,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.scala-lang:scala-reflect:2.13.6,gav://org.scala-lang:scala-reflect,2.13.6
colorspace,MIT,http://www.opensource.org/licenses/MIT,npm,colorspace:1.1.4,npm://colorspace,1.1.4
ubuntu:focal:libatkmm-1.6-1v5,"GPL-2.0,LGPL-3.0","http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",deb,ubuntu:focal:libatkmm-1.6-1v5:2.28.0-2build1,deb://ubuntu:focal:libatkmm-1.6-1v5,2.28.0-2build1
ubuntu:focal:libprocps8,"GPL-2.0,LGPL-3.0","http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",deb,ubuntu:focal:libprocps8:2:3.3.16-1ubuntu2.3,deb://ubuntu:focal:libprocps8,2:3.3.16-1ubuntu2.3
pyparsing,MIT,http://www.opensource.org/licenses/MIT,pypi,pyparsing:3.0.7,pypi://pyparsing,3.0.7
ubuntu:focal:libidn2-0,"GPL-2.0,GPL-3.0,LGPL-3.0","http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",deb,ubuntu:focal:libidn2-0:2.2.0-2,deb://ubuntu:focal:libidn2-0,2.2.0-2
ubuntu:focal:vim-runtime,"Apache-2.0,Artistic-2.0,BSD-2-Clause,BSD-3-Clause,GPL-2.0-only,GPL-3.0-only,X11","http://licenses.nuget.org/Apache-2.0,http://www.opensource.org/licenses/artistic-license-2.0,http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.xfree86.org/3.3.6/COPYRIGHT2.html#3",deb,ubuntu:focal:vim-runtime:2:8.1.2269-1ubuntu5,deb://ubuntu:focal:vim-runtime,2:8.1.2269-1ubuntu5
@miniu/core-js,MIT,http://www.opensource.org/licenses/MIT,npm,@miniu/core-js:2.6.12,npm://@miniu/core-js,2.6.12
mwoauth,MIT,http://www.opensource.org/licenses/MIT,pypi,mwoauth:0.3.7,pypi://mwoauth,0.3.7
8:gdbm-libs,GPL-3.0,http://www.gnu.org/licenses/gpl-3.0-standalone.html,rpm,8:gdbm-libs:1:1.18-1.el8,rpm://8:gdbm-libs,1:1.18-1.el8
ubuntu:focal:librsvg2-2,"Apache-2.0,BSD,BSD 2-Clause,BSL-1.0,LGPL-3.0,MPL-2.0,Unlicense","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-2-Clause,http://www.boost.org/LICENSE_1_0.txt,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,http://opensource.org/licenses/MPL-2.0,http://unlicense.org/",deb,ubuntu:focal:librsvg2-2:2.48.9-1ubuntu0.20.04.1,deb://ubuntu:focal:librsvg2-2,2.48.9-1ubuntu0.20.04.1
libnpmaccess,ISC,http://www.opensource.org/licenses/ISC,npm,libnpmaccess:5.0.0,npm://libnpmaccess,5.0.0
importlib-resources,Apache-2.0,http://licenses.nuget.org/Apache-2.0,pypi,importlib-resources:5.6.0,pypi://importlib-resources,5.6.0
commons-configuration:commons-configuration,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,commons-configuration:commons-configuration:1.6,gav://commons-configuration:commons-configuration,1.6
browser-detect,MIT,http://www.opensource.org/licenses/MIT,npm,browser-detect:0.2.28,npm://browser-detect,0.2.28
async-timeout,Apache-2.0,http://licenses.nuget.org/Apache-2.0,pypi,async-timeout:4.0.2,pypi://async-timeout,4.0.2
ubuntu:focal:libcurl3-gnutls,"BSD-3-Clause,ISC","http://opensource.org/licenses/BSD-3-Clause,http://www.opensource.org/licenses/ISC",deb,ubuntu:focal:libcurl3-gnutls:7.68.0-1ubuntu2.6,deb://ubuntu:focal:libcurl3-gnutls,7.68.0-1ubuntu2.6
ubuntu:focal:python3.8,"BSD-2-Clause,BSD-3-Clause,BSD-Source-Code,CNRI-Python-GPL-Compatible,ISC,JSON,MIT,Mup,Python-2.0,Zlib","http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,https://github.com/robbiehanson/CocoaHTTPServer/blob/master/LICENSE.txt,http://www.python.org/download/releases/1.6.1/download_win/,http://www.opensource.org/licenses/ISC,http://www.json.org/license.html,http://www.opensource.org/licenses/MIT,https://fedoraproject.org/wiki/Licensing/Mup,http://www.opensource.org/licenses/Python-2.0,http://www.opensource.org/licenses/Zlib",deb,ubuntu:focal:python3.8:3.8.10-0ubuntu1~20.04.4,deb://ubuntu:focal:python3.8,3.8.10-0ubuntu1~20.04.4
org.apache.curator:curator-recipes,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.curator:curator-recipes:2.13.0,gav://org.apache.curator:curator-recipes,2.13.0
argparse,MIT,http://www.opensource.org/licenses/MIT,npm,argparse:1.0.10,npm://argparse,1.0.10
qs,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,npm,qs:6.9.7,npm://qs,6.9.7
pycparser,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,pypi,pycparser:2.21,pypi://pycparser,2.21
ubuntu:focal:liblz4-1,"BSD 2-Clause,GPL-2.0","http://opensource.org/licenses/BSD-2-Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html",deb,ubuntu:focal:liblz4-1:1.9.2-2ubuntu0.20.04.1,deb://ubuntu:focal:liblz4-1,1.9.2-2ubuntu0.20.04.1
bytes,MIT,http://www.opensource.org/licenses/MIT,npm,bytes:3.1.1,npm://bytes,3.1.1
denque,Apache-2.0,http://licenses.nuget.org/Apache-2.0,npm,denque:1.5.1,npm://denque,1.5.1
p-locate,MIT,http://www.opensource.org/licenses/MIT,npm,p-locate:2.0.0,npm://p-locate,2.0.0
8:libgomp,"BSD-3-Clause,GPL-2.0-or-later,GPL-3.0-or-later,LGPL-2.0-or-later","http://opensource.org/licenses/BSD-3-Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html",rpm,8:libgomp:0:8.5.0-4.el8_5,rpm://8:libgomp,0:8.5.0-4.el8_5
acorn-walk,MIT,http://www.opensource.org/licenses/MIT,npm,acorn-walk:8.2.0,npm://acorn-walk,8.2.0
3.14:ca-certificates-bundle,"MIT,MPL-2.0","http://www.opensource.org/licenses/MIT,http://opensource.org/licenses/MPL-2.0",alpine,3.14:ca-certificates-bundle:20211220-r0,alpine://3.14:ca-certificates-bundle,20211220-r0
path-is-absolute,MIT,http://www.opensource.org/licenses/MIT,npm,path-is-absolute:1.0.1,npm://path-is-absolute,1.0.1
8:pciutils-libs,GPL-2.0,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,rpm,8:pciutils-libs:0:3.7.0-1.el8,rpm://8:pciutils-libs,0:3.7.0-1.el8
3.14:busybox,GPL-2.0-only,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,alpine,3.14:busybox:1.33.1-r7,alpine://3.14:busybox,1.33.1-r7
com.typesafe.scala-logging:scala-logging_2.13,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.typesafe.scala-logging:scala-logging_2.13:3.9.2,gav://com.typesafe.scala-logging:scala-logging_2.13,3.9.2
p-map,MIT,http://www.opensource.org/licenses/MIT,npm,p-map:4.0.0,npm://p-map,4.0.0
immutables,Apache-2.0,http://licenses.nuget.org/Apache-2.0,pypi,immutables:0.17,pypi://immutables,0.17
tempora,MIT,http://www.opensource.org/licenses/MIT,pypi,tempora:5.0.1,pypi://tempora,5.0.1
ubuntu:focal:libkeyutils1,"GPL-2.0,LGPL-3.0","http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",deb,ubuntu:focal:libkeyutils1:1.6-6ubuntu1,deb://ubuntu:focal:libkeyutils1,1.6-6ubuntu1
org.jline:jline,"BSD,BSD-3-Clause","http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-3-Clause",maven,org.jline:jline:3.12.1,gav://org.jline:jline,3.12.1
cookie-parser,MIT,http://www.opensource.org/licenses/MIT,npm,cookie-parser:1.4.6,npm://cookie-parser,1.4.6
parse-conflict-json,ISC,http://www.opensource.org/licenses/ISC,npm,parse-conflict-json:2.0.1,npm://parse-conflict-json,2.0.1
ubuntu:focal:run-one,GPL-3.0,http://www.gnu.org/licenses/gpl-3.0-standalone.html,deb,ubuntu:focal:run-one:1.17-0ubuntu1,deb://ubuntu:focal:run-one,1.17-0ubuntu1
io.swagger.parser.v3:swagger-parser-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.swagger.parser.v3:swagger-parser-core:2.0.28,gav://io.swagger.parser.v3:swagger-parser-core,2.0.28
levn,MIT,http://www.opensource.org/licenses/MIT,npm,levn:0.4.1,npm://levn,0.4.1
certifi,"MIT,MPL-2.0","http://www.opensource.org/licenses/MIT,http://opensource.org/licenses/MPL-2.0",pypi,certifi:2019.11.28,pypi://certifi,2019.11.28
