module name,license,repository
dashdash@1.14.1,MIT,https://github.com/trentm/node-dashdash
debug@2.6.9,MIT,https://github.com/visionmedia/debug
debug@3.2.7,MIT,https://github.com/visionmedia/debug
debug@4.3.4,MIT,https://github.com/debug-js/debug
delayed-stream@1.0.0,MIT,https://github.com/felixge/node-delayed-stream
denque@1.5.1,Apache-2.0,https://github.com/invertase/denque
denque@2.0.1,Apache-2.0,https://github.com/invertase/denque
depd@1.1.2,MIT,https://github.com/dougwilson/nodejs-depd
depd@2.0.0,MIT,https://github.com/dougwilson/nodejs-depd
destroy@1.0.4,MIT,https://github.com/stream-utils/destroy
ecc-jsbn@0.1.2,MIT,https://github.com/quartzjer/ecc-jsbn
ee-first@1.1.1,MIT,https://github.com/jonathanong/ee-first
enabled@2.0.0,MIT,https://github.com/3rd-Eden/enabled
encodeurl@1.0.2,MIT,https://github.com/pillarjs/encodeurl
escape-html@1.0.3,MIT,https://github.com/component/escape-html
etag@1.8.1,MIT,https://github.com/jshttp/etag
events@1.1.1,MIT,https://github.com/Gozala/events
express-rate-limit@5.5.1,MIT,https://github.com/nfriedly/express-rate-limit
express-session@1.17.2,MIT,https://github.com/expressjs/session
express-useragent@1.0.15,MIT,https://github.com/biggora/express-useragent
express@4.17.3,MIT,https://github.com/expressjs/express
extend@3.0.2,MIT,https://github.com/justmoon/node-extend
extsprintf@1.3.0,MIT,https://github.com/davepacheco/node-extsprintf
fast-deep-equal@3.1.3,MIT,https://github.com/epoberezkin/fast-deep-equal
fast-json-stable-stringify@2.1.0,MIT,https://github.com/epoberezkin/fast-json-stable-stringify
fecha@4.2.1,MIT,git+https://taylorhakes@github.com/taylorhakes/fecha
fengari-interop@0.1.3,MIT,https://github.com/fengari-lua/fengari-interop
fengari@0.1.4,MIT,https://github.com/fengari-lua/fengari
fill-keys@1.0.2,MIT,https://github.com/bendrucker/fill-keys
finalhandler@1.1.2,MIT,https://github.com/pillarjs/finalhandler
fn.name@1.1.0,MIT,https://github.com/3rd-Eden/fn.name
forever-agent@0.6.1,Apache-2.0,https://github.com/mikeal/forever-agent
form-data@2.3.3,MIT,https://github.com/form-data/form-data
forwarded@0.2.0,MIT,https://github.com/jshttp/forwarded
fresh@0.5.2,MIT,https://github.com/jshttp/fresh
function-bind@1.1.1,MIT,https://github.com/Raynos/function-bind
generic-pool@3.8.2,MIT,https://github.com/coopernurse/node-pool
getpass@0.1.7,MIT,https://github.com/arekinath/node-getpass
har-schema@2.0.0,ISC,https://github.com/ahmadnassri/har-schema
har-validator@5.1.5,MIT,https://github.com/ahmadnassri/node-har-validator
has@1.0.3,MIT,https://github.com/tarruda/has
helmet@5.0.2,MIT,https://github.com/helmetjs/helmet
http-errors@1.8.1,MIT,https://github.com/jshttp/http-errors
http-signature@1.2.0,MIT,https://github.com/joyent/node-http-signature
iconv-lite@0.4.24,MIT,https://github.com/ashtuchkin/iconv-lite
ieee754@1.1.13,BSD-3-Clause,https://github.com/feross/ieee754
inherits@2.0.4,ISC,https://github.com/isaacs/inherits
ioredis-mock@7.2.0,MIT,https://github.com/stipsan/ioredis-mock
ioredis@4.28.5,MIT,https://github.com/luin/ioredis
ioredis@5.0.3,MIT,https://github.com/luin/ioredis
ipaddr.js@1.9.1,MIT,https://github.com/whitequark/ipaddr.js
is-arrayish@0.3.2,MIT,https://github.com/qix-/node-is-arrayish
is-core-module@2.8.1,MIT,https://github.com/inspect-js/is-core-module
is-object@1.0.2,MIT,https://github.com/inspect-js/is-object
is-stream@2.0.1,MIT,https://github.com/sindresorhus/is-stream
is-typedarray@1.0.0,MIT,https://github.com/hughsk/is-typedarray
isarray@1.0.0,MIT,https://github.com/juliangruber/isarray
isstream@0.1.2,MIT,https://github.com/rvagg/isstream
jmespath@0.16.0,Apache-2.0,https://github.com/jmespath/jmespath.js
jose@4.6.0,MIT,https://github.com/panva/jose
jsbn@0.1.1,MIT,https://github.com/andyperlitch/jsbn
json-schema-traverse@0.4.1,MIT,https://github.com/epoberezkin/json-schema-traverse
json-schema@0.4.0,(AFL-2.1 OR BSD-3-Clause),https://github.com/kriszyp/json-schema
json-stringify-safe@5.0.1,ISC,https://github.com/isaacs/json-stringify-safe
jsprim@1.4.2,MIT,https://github.com/joyent/node-jsprim
keygrip@1.0.3,MIT,https://github.com/crypto-utils/keygrip
kuler@2.0.0,MIT,https://github.com/3rd-Eden/kuler
lodash.defaults@4.2.0,MIT,https://github.com/lodash/lodash
lodash.flatten@4.4.0,MIT,https://github.com/lodash/lodash
lodash.isarguments@3.1.0,MIT,https://github.com/lodash/lodash
lodash.set@4.3.2,MIT,https://github.com/lodash/lodash
lodash@4.17.21,MIT,https://github.com/lodash/lodash
logform@2.4.0,MIT,https://github.com/winstonjs/logform
lru-cache@6.0.0,ISC,https://github.com/isaacs/node-lru-cache
media-typer@0.3.0,MIT,https://github.com/jshttp/media-typer
merge-descriptors@1.0.1,MIT,https://github.com/component/merge-descriptors
methods@1.1.2,MIT,https://github.com/jshttp/methods
mime-db@1.52.0,MIT,https://github.com/jshttp/mime-db
mime-types@2.1.35,MIT,https://github.com/jshttp/mime-types
mime@1.6.0,MIT,https://github.com/broofa/node-mime
module-not-found-error@1.0.1,MIT,https://github.com/bendrucker/module-not-found-error
ms@2.0.0,MIT,https://github.com/zeit/ms
ms@2.1.2,MIT,https://github.com/zeit/ms
ms@2.1.3,MIT,https://github.com/vercel/ms
negotiator@0.6.3,MIT,https://github.com/jshttp/negotiator
nock@13.2.4,MIT,https://github.com/nock/nock
node-cache@5.1.2,MIT,https://github.com/node-cache/node-cache
oauth-sign@0.9.0,Apache-2.0,https://github.com/mikeal/oauth-sign
object-hash@2.2.0,MIT,https://github.com/puleos/object-hash
oidc-token-hash@5.0.1,MIT,https://github.com/panva/oidc-token-hash
on-finished@2.3.0,MIT,https://github.com/jshttp/on-finished
on-headers@1.0.2,MIT,https://github.com/jshttp/on-headers
one-time@1.0.0,MIT,https://github.com/3rd-Eden/one-time
openid-client@5.1.4,MIT,https://github.com/panva/node-openid-client
os-tmpdir@1.0.2,MIT,https://github.com/sindresorhus/os-tmpdir
p-map@2.1.0,MIT,https://github.com/sindresorhus/p-map
parseurl@1.3.3,MIT,https://github.com/pillarjs/parseurl
passport-saml@3.2.1,MIT,https://github.com/node-saml/passport-saml
passport-strategy@1.0.0,MIT,https://github.com/jaredhanson/passport-strategy
passport@0.5.2,MIT,https://github.com/jaredhanson/passport
path-parse@1.0.7,MIT,https://github.com/jbgutierrez/path-parse
path-to-regexp@0.1.7,MIT,https://github.com/component/path-to-regexp
pause@0.0.1,MIT*,
performance-now@2.1.0,MIT,https://github.com/braveg1rl/performance-now
propagate@2.0.1,MIT,https://github.com/nock/propagate
proxy-addr@2.0.7,MIT,https://github.com/jshttp/proxy-addr
proxyquire@2.1.3,MIT,https://github.com/thlorenz/proxyquire
psl@1.8.0,MIT,https://github.com/lupomontero/psl
punycode@1.3.2,MIT,https://github.com/bestiejs/punycode.js
punycode@2.1.1,MIT,https://github.com/bestiejs/punycode.js
qs@6.5.3,BSD-3-Clause,https://github.com/ljharb/qs
qs@6.9.7,BSD-3-Clause,https://github.com/ljharb/qs
querystring@0.2.0,MIT,https://github.com/Gozala/querystring
random-bytes@1.0.0,MIT,https://github.com/crypto-utils/random-bytes
range-parser@1.2.1,MIT,https://github.com/jshttp/range-parser
raw-body@2.4.3,MIT,https://github.com/stream-utils/raw-body
readable-stream@3.6.0,MIT,https://github.com/nodejs/readable-stream
readline-sync@1.4.10,MIT,https://github.com/anseki/readline-sync
redis-commands@1.7.0,MIT,https://github.com/NodeRedis/redis-commands
redis-errors@1.2.0,MIT,https://github.com/NodeRedis/redis-errors
redis-parser@3.0.0,MIT,https://github.com/NodeRedis/node-redis-parser
redis@4.0.6,MIT,https://github.com/redis/node-redis
request-promise-core@1.1.4,ISC,https://github.com/request/promise-core
request-promise-native@1.0.9,ISC,https://github.com/request/request-promise-native
request@2.88.2,Apache-2.0,https://github.com/request/request
resolve@1.22.0,MIT,https://github.com/browserify/resolve
safe-buffer@5.1.2,MIT,https://github.com/feross/safe-buffer
safe-buffer@5.2.1,MIT,https://github.com/feross/safe-buffer
safe-stable-stringify@2.3.1,MIT,https://github.com/BridgeAR/safe-stable-stringify
safer-buffer@2.1.2,MIT,https://github.com/ChALkeR/safer-buffer
sax@1.2.1,ISC,https://github.com/isaacs/sax-js
send@0.17.2,MIT,https://github.com/pillarjs/send
serve-static@1.14.2,MIT,https://github.com/expressjs/serve-static
setprototypeof@1.2.0,ISC,https://github.com/wesleytodd/setprototypeof
simple-swizzle@0.2.2,MIT,https://github.com/qix-/node-simple-swizzle
sprintf-js@1.1.2,BSD-3-Clause,https://github.com/alexei/sprintf.js
sshpk@1.17.0,MIT,https://github.com/joyent/node-sshpk
stack-trace@0.0.10,MIT,https://github.com/felixge/node-stack-trace
standard-as-callback@2.1.0,MIT,https://github.com/luin/asCallback
statuses@1.5.0,MIT,https://github.com/jshttp/statuses
stealthy-require@1.1.1,ISC,https://github.com/analog-nico/stealthy-require
string_decoder@1.3.0,MIT,https://github.com/nodejs/string_decoder
supports-preserve-symlinks-flag@1.0.0,MIT,https://github.com/inspect-js/node-supports-preserve-symlinks-flag
text-hex@1.0.0,MIT,https://github.com/3rd-Eden/text-hex
tmp@0.0.33,MIT,https://github.com/raszi/node-tmp
toidentifier@1.0.1,MIT,https://github.com/component/toidentifier
tough-cookie@2.5.0,BSD-3-Clause,https://github.com/salesforce/tough-cookie
triple-beam@1.3.0,MIT,https://github.com/winstonjs/triple-beam
tunnel-agent@0.6.0,Apache-2.0,https://github.com/mikeal/tunnel-agent
tweetnacl@0.14.5,Unlicense,https://github.com/dchest/tweetnacl-js
type-is@1.6.18,MIT,https://github.com/jshttp/type-is
uid-safe@2.1.5,MIT,https://github.com/crypto-utils/uid-safe
universal-analytics@0.4.20,MIT,https://github.com/peaksandpies/universal-analytics
unpipe@1.0.0,MIT,https://github.com/stream-utils/unpipe
uri-js@4.4.1,BSD-2-Clause,https://github.com/garycourt/uri-js
url@0.10.3,MIT,https://github.com/defunctzombie/node-url
util-deprecate@1.0.2,MIT,https://github.com/TooTallNate/util-deprecate
utils-merge@1.0.1,MIT,https://github.com/jaredhanson/utils-merge
uuid@3.3.2,MIT,https://github.com/kelektiv/node-uuid
uuid@3.4.0,MIT,https://github.com/uuidjs/uuid
uuid@8.3.2,MIT,https://github.com/uuidjs/uuid
vary@1.1.2,MIT,https://github.com/jshttp/vary
verror@1.10.0,MIT,https://github.com/davepacheco/node-verror
winston-transport@4.5.0,MIT,https://github.com/winstonjs/winston-transport
winston@3.7.2,MIT,https://github.com/winstonjs/winston
xml-crypto@2.1.3,MIT,https://github.com/yaronn/xml-crypto
xml-encryption@2.0.0,MIT,https://github.com/auth0/node-xml-encryption
xml2js@0.4.19,MIT,https://github.com/Leonidas-from-XIV/node-xml2js
xml2js@0.4.23,MIT,https://github.com/Leonidas-from-XIV/node-xml2js
xmlbuilder@11.0.1,MIT,https://github.com/oozcitak/xmlbuilder-js
xmlbuilder@15.1.1,MIT,https://github.com/oozcitak/xmlbuilder-js
xmlbuilder@9.0.7,MIT,https://github.com/oozcitak/xmlbuilder-js
xpath@0.0.32,MIT,https://github.com/goto100/xpath
yallist@4.0.0,ISC,https://github.com/isaacs/yallist
