Component Name,Licenses,Licenses Links,Package Type,Component Id,Package Id,Version
xml2js,MIT,http://www.opensource.org/licenses/MIT,npm,xml2js:0.4.19,npm://xml2js,0.4.19
chardet,"LGPL-3.0,MIT","http://www.gnu.org/licenses/lgpl-3.0-standalone.html,http://www.opensource.org/licenses/MIT",pypi,chardet:3.0.4,pypi://chardet,3.0.4
3.15:libstdc++,"GPL-2.0,LGPL-3.0","http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",alpine,3.15:libstdc++:10.3.1_git20211027-r0,alpine://3.15:libstdc++,10.3.1_git20211027-r0
ubuntu:focal:librsvg2-2,"Apache-2.0,BSD,BSD 2-Clause,BSL-1.0,LGPL-3.0,MPL-2.0,Unlicense","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-2-Clause,http://www.boost.org/LICENSE_1_0.txt,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,http://opensource.org/licenses/MPL-2.0,http://unlicense.org/",deb,ubuntu:focal:librsvg2-2:2.48.9-1ubuntu0.20.04.1,deb://ubuntu:focal:librsvg2-2,2.48.9-1ubuntu0.20.04.1
shebang-command,MIT,http://www.opensource.org/licenses/MIT,npm,shebang-command:2.0.0,npm://shebang-command,2.0.0
MarkupSafe,"BSD,BSD-3-Clause","http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-3-Clause",pypi,MarkupSafe:2.1.0,pypi://MarkupSafe,2.1.0
8:util-linux,LGPL-3.0,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,rpm,8:util-linux:0:2.32.1-28.el8,rpm://8:util-linux,0:2.32.1-28.el8
ubuntu:focal:libjbig0,GPL-2.0,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,deb,ubuntu:focal:libjbig0:2.1-3.1build1,deb://ubuntu:focal:libjbig0,2.1-3.1build1
github.com/golang/go,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,go,github.com/golang/go:1.17.1,go://github.com/golang/go,1.17.1
certifi,MPL-2.0,http://opensource.org/licenses/MPL-2.0,pypi,certifi:2021.10.8,pypi://certifi,2021.10.8
jupyter-client,"BSD,BSD-3-Clause","http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-3-Clause",pypi,jupyter-client:7.3.0,pypi://jupyter-client,7.3.0
tornado,"Apache-2.0,http",http://licenses.nuget.org/Apache-2.0,pypi,tornado:6.1,pypi://tornado,6.1
3.14:libtirpc,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,alpine,3.14:libtirpc:1.3.2-r0,alpine://3.14:libtirpc,1.3.2-r0
ubuntu:focal:preview-latex-style,"GPL-3.0,MIT","http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.opensource.org/licenses/MIT",deb,ubuntu:focal:preview-latex-style:11.91-2ubuntu2,deb://ubuntu:focal:preview-latex-style,11.91-2ubuntu2
balanced-match,MIT,http://www.opensource.org/licenses/MIT,npm,balanced-match:1.0.2,npm://balanced-match,1.0.2
braces,MIT,http://www.opensource.org/licenses/MIT,npm,braces:3.0.2,npm://braces,3.0.2
safe-buffer,MIT,http://www.opensource.org/licenses/MIT,npm,safe-buffer:5.1.2,npm://safe-buffer,5.1.2
ubuntu:focal:gzip,"GPL-1.0-only,GPL-3.0-only","http://www.gnu.org/licenses/old-licenses/gpl-1.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html",deb,ubuntu:focal:gzip:1.10-0ubuntu4.1,deb://ubuntu:focal:gzip,1.10-0ubuntu4.1
ubuntu:focal:procps,"GPL-2.0,LGPL-3.0","http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",deb,ubuntu:focal:procps:2:3.3.16-1ubuntu2.3,deb://ubuntu:focal:procps,2:3.3.16-1ubuntu2.3
jquery,MIT,http://www.opensource.org/licenses/MIT,npm,jquery:3.6.0,npm://jquery,3.6.0
pika,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,pypi,pika:1.2.0,pypi://pika,1.2.0
tenacity,Apache-2.0,http://licenses.nuget.org/Apache-2.0,pypi,tenacity:8.0.1,pypi://tenacity,8.0.1
8:bzip2-libs,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,rpm,8:bzip2-libs:0:1.0.6-26.el8,rpm://8:bzip2-libs,0:1.0.6-26.el8
3.14:tzdata,Public Domain,http://creativecommons.org/licenses/publicdomain/,alpine,3.14:tzdata:2022a-r0,alpine://3.14:tzdata,2022a-r0
json-schema,"AFL-2.1,BSD-3-Clause","http://opensource.linux-mirror.org/licenses/afl-2.1.txt,http://opensource.org/licenses/BSD-3-Clause",npm,json-schema:0.4.0,npm://json-schema,0.4.0
object.entries,MIT,http://www.opensource.org/licenses/MIT,npm,object.entries:1.1.5,npm://object.entries,1.1.5
object.values,MIT,http://www.opensource.org/licenses/MIT,npm,object.values:1.1.5,npm://object.values,1.1.5
psl,MIT,http://www.opensource.org/licenses/MIT,npm,psl:1.8.0,npm://psl,1.8.0
platformdirs,MIT,http://www.opensource.org/licenses/MIT,pypi,platformdirs:2.5.1,pypi://platformdirs,2.5.1
8:dbus-common,AFL-3.0,http://www.opensource.org/licenses/afl-3.0,rpm,8:dbus-common:1:1.12.8-14.el8,rpm://8:dbus-common,1:1.12.8-14.el8
8:dbus-libs,AFL-3.0,http://www.opensource.org/licenses/afl-3.0,rpm,8:dbus-libs:1:1.12.8-14.el8,rpm://8:dbus-libs,1:1.12.8-14.el8
debug,MIT,http://www.opensource.org/licenses/MIT,npm,debug:4.3.4,npm://debug,4.3.4
io.netty:netty-transport,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.netty:netty-transport:4.1.68.Final,gav://io.netty:netty-transport,4.1.68.Final
org.mortbay.jetty:jetty-sslengine,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.mortbay.jetty:jetty-sslengine:6.1.26,gav://org.mortbay.jetty:jetty-sslengine,6.1.26
ubuntu:focal:libhunspell-1.7-0,MPL-1.1,http://www.mozilla.org/MPL/MPL-1.1.html,deb,ubuntu:focal:libhunspell-1.7-0:1.7.0-2build2,deb://ubuntu:focal:libhunspell-1.7-0,1.7.0-2build2
eslint-utils,MIT,http://www.opensource.org/licenses/MIT,npm,eslint-utils:2.1.0,npm://eslint-utils,2.1.0
isort,MIT,http://www.opensource.org/licenses/MIT,pypi,isort:5.1.4,pypi://isort,5.1.4
github.com/jcmturner/dnsutils/v2,Apache-2.0,http://licenses.nuget.org/Apache-2.0,go,github.com/jcmturner/dnsutils/v2:2.0.0,go://github.com/jcmturner/dnsutils/v2,2.0.0
org.eclipse.jetty:jetty-servlets,"Apache-2.0,EPL-1.0","http://licenses.nuget.org/Apache-2.0,http://www.eclipse.org/legal/epl-v10.html",maven,org.eclipse.jetty:jetty-servlets:9.4.43.v20210629,gav://org.eclipse.jetty:jetty-servlets,9.4.43.v20210629
github.com/samuel/go-zookeeper,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,go,github.com/samuel/go-zookeeper:0.0.0-20190923202752-2cc03de413da,go://github.com/samuel/go-zookeeper,0.0.0-20190923202752-2cc03de413da
@dabh/diagnostics,MIT,http://www.opensource.org/licenses/MIT,npm,@dabh/diagnostics:2.0.2,npm://@dabh/diagnostics,2.0.2
google-auth,Apache-2.0,http://licenses.nuget.org/Apache-2.0,pypi,google-auth:2.6.5,pypi://google-auth,2.6.5
8:libdb-utils,LGPL-3.0,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,rpm,8:libdb-utils:0:5.3.28-42.el8_4,rpm://8:libdb-utils,0:5.3.28-42.el8_4
ubuntu:focal:libcairomm-1.0-1v5,LGPL-2.1-only,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,deb,ubuntu:focal:libcairomm-1.0-1v5:1.12.2-4build1,deb://ubuntu:focal:libcairomm-1.0-1v5,1.12.2-4build1
sqlalchemy-cockroachdb,"Apache-2.0,http",http://licenses.nuget.org/Apache-2.0,pypi,sqlalchemy-cockroachdb:1.4.0,pypi://sqlalchemy-cockroachdb,1.4.0
8:libarchive,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,rpm,8:libarchive:0:3.3.3-1.el8,rpm://8:libarchive,0:3.3.3-1.el8
8:libselinux,Public Domain,http://creativecommons.org/licenses/publicdomain/,rpm,8:libselinux:0:2.9-5.el8,rpm://8:libselinux,0:2.9-5.el8
debian:bullseye:readline-common,GPL-3.0,http://www.gnu.org/licenses/gpl-3.0-standalone.html,deb,debian:bullseye:readline-common:8.1-1,deb://debian:bullseye:readline-common,8.1-1
commons-io:commons-io,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,commons-io:commons-io:2.11.0,gav://commons-io:commons-io,2.11.0
jakarta.activation:jakarta.activation-api,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,jakarta.activation:jakarta.activation-api:1.2.1,gav://jakarta.activation:jakarta.activation-api,1.2.1
net.java.dev.jets3t:jets3t,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,net.java.dev.jets3t:jets3t:0.9.0,gav://net.java.dev.jets3t:jets3t,0.9.0
org.jctools:jctools-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.jctools:jctools-core:3.1.0,gav://org.jctools:jctools-core,3.1.0
eslint-module-utils,MIT,http://www.opensource.org/licenses/MIT,npm,eslint-module-utils:2.7.3,npm://eslint-module-utils,2.7.3
react-mapfilter,MIT,http://www.opensource.org/licenses/MIT,npm,react-mapfilter:1.0.0-alpha.14,npm://react-mapfilter,1.0.0-alpha.14
xmlbuilder,MIT,http://www.opensource.org/licenses/MIT,npm,xmlbuilder:11.0.1,npm://xmlbuilder,11.0.1
ubuntu:focal:liblsan0,"BSD,BSD 2-Clause,GPL-3.0,LGPL-2.1,MIT,ZLIB","http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-2-Clause,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,http://www.opensource.org/licenses/MIT,http://www.opensource.org/licenses/Zlib",deb,ubuntu:focal:liblsan0:10.3.0-1ubuntu1~20.04,deb://ubuntu:focal:liblsan0,10.3.0-1ubuntu1~20.04
smart-buffer,MIT,http://www.opensource.org/licenses/MIT,npm,smart-buffer:4.2.0,npm://smart-buffer,4.2.0
tlang,MIT,http://www.opensource.org/licenses/MIT,npm,tlang:0.0.1,npm://tlang,0.0.1
flake8-black,MIT,http://www.opensource.org/licenses/MIT,pypi,flake8-black:0.3.2,pypi://flake8-black,0.3.2
ubuntu:focal:libcc1-0,"BSD-2-Clause,BSD-3-Clause,BSD-4-Clause-UC,LGPL-2.1-only,MIT,MIT-feh,Mup,Spencer-94,Unicode-DFS-2015,Zlib","http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,http://www.freebsd.org/copyright/license.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,http://www.opensource.org/licenses/MIT,https://fedoraproject.org/wiki/Licensing/MIT#feh,https://fedoraproject.org/wiki/Licensing/Mup,https://fedoraproject.org/wiki/Licensing/Henry_Spencer_Reg-Ex_Library_License,https://spdx.org/licenses/Unicode-DFS-2015,http://www.opensource.org/licenses/Zlib",deb,ubuntu:focal:libcc1-0:10.3.0-1ubuntu1~20.04,deb://ubuntu:focal:libcc1-0,10.3.0-1ubuntu1~20.04
debian:bullseye:libbz2-1.0,"BSD,GPL-2.0","http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html",deb,debian:bullseye:libbz2-1.0:1.0.8-4,deb://debian:bullseye:libbz2-1.0,1.0.8-4
debian:bullseye:libgnutls30,"Apache-2.0,BSD,BSD 2-Clause,GPL-3.0,ISC,MIT","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-2-Clause,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.opensource.org/licenses/ISC,http://www.opensource.org/licenses/MIT",deb,debian:bullseye:libgnutls30:3.7.1-5,deb://debian:bullseye:libgnutls30,3.7.1-5
ioredis,MIT,http://www.opensource.org/licenses/MIT,npm,ioredis:5.0.4,npm://ioredis,5.0.4
greenlet,MIT,http://www.opensource.org/licenses/MIT,pypi,greenlet:1.1.2,pypi://greenlet,1.1.2
matplotlib-inline,BSD 3-Clause,http://opensource.org/licenses/BSD-3-Clause,pypi,matplotlib-inline:0.1.3,pypi://matplotlib-inline,0.1.3
scrapbook,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,pypi,scrapbook:0.5.0,pypi://scrapbook,0.5.0
websocket-client,"LGPL-2.0,LGPL-3.0","http://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",pypi,websocket-client:1.1.0,pypi://websocket-client,1.1.0
debian:bullseye:gcc-9-base,"BSD,BSD 2-Clause,GPL-3.0,LGPL-2.1,MIT,ZLIB","http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-2-Clause,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,http://www.opensource.org/licenses/MIT,http://www.opensource.org/licenses/Zlib",deb,debian:bullseye:gcc-9-base:9.3.0-22,deb://debian:bullseye:gcc-9-base,9.3.0-22
debian:bullseye:hostname,GPL-3.0,http://www.gnu.org/licenses/gpl-3.0-standalone.html,deb,debian:bullseye:hostname:3.23,deb://debian:bullseye:hostname,3.23
ubuntu:focal:libcurl3-gnutls,"BSD-3-Clause,BSD-4-Clause,curl,ISC","http://opensource.org/licenses/BSD-3-Clause,http://directory.fsf.org/wiki/License:BSD_4Clause,https://github.com/bagder/curl/blob/master/COPYING,http://www.opensource.org/licenses/ISC",deb,ubuntu:focal:libcurl3-gnutls:7.68.0-1ubuntu2.7,deb://ubuntu:focal:libcurl3-gnutls,7.68.0-1ubuntu2.7
debian:bullseye:debianutils,GPL-2.0,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,deb,debian:bullseye:debianutils:4.11.2,deb://debian:bullseye:debianutils,4.11.2
github.com/alecthomas/template,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,go,github.com/alecthomas/template:0.0.0-20190718012654-fb15b899a751,go://github.com/alecthomas/template,0.0.0-20190718012654-fb15b899a751
array.prototype.flat,MIT,http://www.opensource.org/licenses/MIT,npm,array.prototype.flat:1.2.5,npm://array.prototype.flat,1.2.5
string_decoder,MIT,http://www.opensource.org/licenses/MIT,npm,string_decoder:1.3.0,npm://string_decoder,1.3.0
jupyter-telemetry,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,pypi,jupyter-telemetry:0.1.0,pypi://jupyter-telemetry,0.1.0
commons-lang:commons-lang,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,commons-lang:commons-lang:2.6,gav://commons-lang:commons-lang,2.6
3.15:py3-dateutil,Apache-2.0,http://licenses.nuget.org/Apache-2.0,alpine,3.15:py3-dateutil:2.8.2-r0,alpine://3.15:py3-dateutil,2.8.2-r0
cookie,MIT,http://www.opensource.org/licenses/MIT,npm,cookie:0.4.2,npm://cookie,0.4.2
ubuntu:focal:tzdata,Unicode-TOU,http://www.unicode.org/copyright.html,deb,ubuntu:focal:tzdata:2021e-0ubuntu0.20.04,deb://ubuntu:focal:tzdata,2021e-0ubuntu0.20.04
passport-saml,MIT,http://www.opensource.org/licenses/MIT,npm,passport-saml:3.2.1,npm://passport-saml,3.2.1
querystring,MIT,http://www.opensource.org/licenses/MIT,npm,querystring:0.2.0,npm://querystring,0.2.0
importlib-metadata,Apache-2.0,http://licenses.nuget.org/Apache-2.0,pypi,importlib-metadata:4.4.0,pypi://importlib-metadata,4.4.0
8:python3-libs,Python-2.0,http://www.opensource.org/licenses/Python-2.0,rpm,8:python3-libs:0:3.6.8-41.el8,rpm://8:python3-libs,0:3.6.8-41.el8
compressible,MIT,http://www.opensource.org/licenses/MIT,npm,compressible:2.0.18,npm://compressible,2.0.18
io.opentracing:opentracing-noop,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.opentracing:opentracing-noop:0.33.0,gav://io.opentracing:opentracing-noop,0.33.0
array-flatten,MIT,http://www.opensource.org/licenses/MIT,npm,array-flatten:1.1.1,npm://array-flatten,1.1.1
confusing-browser-globals,MIT,http://www.opensource.org/licenses/MIT,npm,confusing-browser-globals:1.0.11,npm://confusing-browser-globals,1.0.11
cookies,MIT,http://www.opensource.org/licenses/MIT,npm,cookies:0.7.3,npm://cookies,0.7.3
numpy,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,pypi,numpy:1.21.1,pypi://numpy,1.21.1
ubuntu:focal:gpg-wks-server,"BSD,CC0-1.0,GPL-3.0,LGPL-3.0","http://directory.fsf.org/wiki/License:BSD_4Clause,http://creativecommons.org/publicdomain/zero/1.0/,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",deb,ubuntu:focal:gpg-wks-server:2.2.19-3ubuntu2.1,deb://ubuntu:focal:gpg-wks-server,2.2.19-3ubuntu2.1
get-symbol-description,MIT,http://www.opensource.org/licenses/MIT,npm,get-symbol-description:1.0.0,npm://get-symbol-description,1.0.0
cryptography,"Apache-2.0,BSD","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause",pypi,cryptography:3.4.7,pypi://cryptography,3.4.7
PyYAML,MIT,http://www.opensource.org/licenses/MIT,pypi,PyYAML:5.4.1,pypi://PyYAML,5.4.1
ubuntu:focal:libhcrypto4-heimdal,"BSD,GPL-2.0","http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html",deb,ubuntu:focal:libhcrypto4-heimdal:7.7.0+dfsg-1ubuntu1,deb://ubuntu:focal:libhcrypto4-heimdal,7.7.0+dfsg-1ubuntu1
jsprim,MIT,http://www.opensource.org/licenses/MIT,npm,jsprim:1.4.2,npm://jsprim,1.4.2
python-json-logger,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,pypi,python-json-logger:2.0.1,pypi://python-json-logger,2.0.1
google.golang.org/protobuf,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,go,google.golang.org/protobuf:1.27.1,go://google.golang.org/protobuf,1.27.1
ubuntu:focal:gpg,"BSD,CC0-1.0,GPL-3.0,LGPL-3.0","http://directory.fsf.org/wiki/License:BSD_4Clause,http://creativecommons.org/publicdomain/zero/1.0/,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",deb,ubuntu:focal:gpg:2.2.19-3ubuntu2.1,deb://ubuntu:focal:gpg,2.2.19-3ubuntu2.1
ubuntu:focal:libavahi-common-data,"BSD,BSD 2-Clause,LGPL-2.1","http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-2-Clause,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html",deb,ubuntu:focal:libavahi-common-data:0.7-4ubuntu7.1,deb://ubuntu:focal:libavahi-common-data,0.7-4ubuntu7.1
io.opentracing:opentracing-util,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.opentracing:opentracing-util:0.33.0,gav://io.opentracing:opentracing-util,0.33.0
kafka-storage-3.1.0.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,kafka-storage-3.1.0.jar,generic://sha256:e4d2b7586a23487ab905999a782c96e07dac64400f027761d4ea07170b20b25c/kafka-storage-3.1.0.jar,
diff,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,npm,diff:5.0.0,npm://diff,5.0.0
supports-color,MIT,http://www.opensource.org/licenses/MIT,npm,supports-color:5.5.0,npm://supports-color,5.5.0
supports-color,MIT,http://www.opensource.org/licenses/MIT,npm,supports-color:7.2.0,npm://supports-color,7.2.0
debian:bullseye:logsave,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,deb,debian:bullseye:logsave:1.46.2-2,deb://debian:bullseye:logsave,1.46.2-2
org.codehaus.plexus:plexus-utils,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.codehaus.plexus:plexus-utils:3.2.1,gav://org.codehaus.plexus:plexus-utils,3.2.1
8:sqlite-libs,Public Domain,http://creativecommons.org/licenses/publicdomain/,rpm,8:sqlite-libs:0:3.26.0-15.el8,rpm://8:sqlite-libs,0:3.26.0-15.el8
ubuntu:focal:libfdisk1,"BSD-2-Clause,BSD-3-Clause,GPL-2.0-only,GPL-3.0-only,MIT","http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.opensource.org/licenses/MIT",deb,ubuntu:focal:libfdisk1:2.34-0.1ubuntu9.1,deb://ubuntu:focal:libfdisk1,2.34-0.1ubuntu9.1
ubuntu:focal:libnghttp2-14,"BSD 2-Clause,GPL-3.0,MIT","http://opensource.org/licenses/BSD-2-Clause,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.opensource.org/licenses/MIT",deb,ubuntu:focal:libnghttp2-14:1.40.0-1build1,deb://ubuntu:focal:libnghttp2-14,1.40.0-1build1
3.15:groff,GPL-3.0-or-later,http://www.gnu.org/licenses/gpl-3.0-standalone.html,alpine,3.15:groff:1.22.4-r1,alpine://3.15:groff,1.22.4-r1
@node-redis/time-series,MIT,http://www.opensource.org/licenses/MIT,npm,@node-redis/time-series:1.0.2,npm://@node-redis/time-series,1.0.2
prelude-ls,MIT,http://www.opensource.org/licenses/MIT,npm,prelude-ls:1.2.1,npm://prelude-ls,1.2.1
serve-static,MIT,http://www.opensource.org/licenses/MIT,npm,serve-static:1.14.2,npm://serve-static,1.14.2
debian:bullseye:libkeyutils1,"GPL-2.0,LGPL-3.0","http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",deb,debian:bullseye:libkeyutils1:1.6.1-2,deb://debian:bullseye:libkeyutils1,1.6.1-2
ubuntu:focal:libxinerama1,MIT,http://www.opensource.org/licenses/MIT,deb,ubuntu:focal:libxinerama1:2:1.1.4-2,deb://ubuntu:focal:libxinerama1,2:1.1.4-2
ubuntu:focal:libzzip-0-13,LGPL-3.0,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,deb,ubuntu:focal:libzzip-0-13:0.13.62-3.2ubuntu1,deb://ubuntu:focal:libzzip-0-13,0.13.62-3.2ubuntu1
